-1.89, +0.52, -1.68, -1.71, +0.61, -1.58, 0.9, 0.9, 0.9, 1.0, 1.00, 1.0
-1.89, +0.52, -2.29, -1.71, +0.61, -1.68, 0.9, 0.9, 0.9, 1.0, 1.00, 1.0
-1.89, +1.98, -2.38, -1.77, +2.07, -2.29, 0.9, 0.9, 0.9, 1.0, 1.00, 1.0
-1.89, +1.98, -1.68, -1.77, +2.07, -1.58, 0.9, 0.9, 0.9, 1.0, 1.00, 1.0
-1.89, +1.98, -2.29, -1.77, +2.07, -1.68, 0.9, 0.9, 0.9, 1.0, 1.00, 1.0
-1.89, +0.61, -2.38, -1.77, +1.98, -2.29, 0.9, 0.9, 0.9, 1.0, 1.00, 1.0
-1.89, +0.61, -1.68, -1.77, +1.98, -1.58, 0.9, 0.9, 0.9, 1.0, 1.00, 1.0
-1.89, +0.52, -1.31, -1.71, +0.61, -1.22, 0.9, 0.9, 0.9, 1.0, 1.00, 1.0
-1.89, +0.52, -0.61, -1.71, +0.61, -0.52, 0.9, 0.9, 0.9, 1.0, 1.00, 1.0
-1.89, +0.52, -1.22, -1.71, +0.61, -0.61, 0.9, 0.9, 0.9, 1.0, 1.00, 1.0
-1.89, +1.98, -1.31, -1.77, +2.07, -1.22, 0.9, 0.9, 0.9, 1.0, 1.00, 1.0
-1.89, +1.98, -0.61, -1.77, +2.07, -0.52, 0.9, 0.9, 0.9, 1.0, 1.00, 1.0
-1.89, +1.98, -1.22, -1.77, +2.07, -0.61, 0.9, 0.9, 0.9, 1.0, 1.00, 1.0
-1.89, +0.61, -1.31, -1.77, +1.98, -1.22, 0.9, 0.9, 0.9, 1.0, 1.00, 1.0
-1.89, +0.61, -0.61, -1.77, +1.98, -0.52, 0.9, 0.9, 0.9, 1.0, 1.00, 1.0
+1.52, +2.06, -2.80, +1.62, +2.15, -2.71, 0.9, 0.9, 0.9, 1.0, 1.00, 1.0
+0.52, +2.06, -2.80, +0.61, +2.15, -2.71, 0.9, 0.9, 0.9, 1.0, 1.00, 1.0
+0.61, +2.06, -2.80, +1.52, +2.15, -2.71, 0.9, 0.9, 0.9, 1.0, 1.00, 1.0
+1.52, -0.00, -2.80, +1.62, +2.06, -2.71, 0.9, 0.9, 0.9, 1.0, 1.00, 1.0
+0.52, -0.00, -2.80, +0.61, +2.06, -2.71, 0.9, 0.9, 0.9, 1.0, 1.00, 1.0
+0.61, +0.00, -2.80, +1.52, +2.06, -2.74, 0.8, 0.0, 0.0, 1.0, 1.00, 1.0
-1.89, -0.06, -2.80, +1.89, +0.00, +0.91, 0.7, 0.7, 0.7, 0.5, 0.50, 0.8
